エリア,世帯,トリップ,出発時間,到着時間,代表交通手段,交通モード,移動時間,,,,
583,1,0,0,0,2,2,8,,,,
583,1,1,0,486,0,0,1,,,,
583,1,2,0,0,0,0,1,,,,
584,0,0,0,0,1,3,1,3,2,2,2
584,0,1,0,0,0,0,1,,,,
584,1,0,0,442,0,0,1,,,,
584,1,1,0,0,0,0,1,,,,
584,1,2,0,0,0,0,2,,,,
584,2,0,0,0,0,0,2,,,,
584,2,1,0,0,0,0,2,,,,
584,2,2,0,0,0,0,2,,,,
585,0,0,0,0,1,3,1,3,2,4,2
585,0,1,0,0,0,0,2,,,,
585,0,2,0,0,0,0,2,,,,
585,1,0,0,0,1,3,1,3,1,4,1
585,1,1,0,0,0,0,2,,,,
585,1,2,0,0,0,0,2,,,,
585,2,0,0,0,0,0,2,,,,
585,2,1,0,0,0,0,2,,,,
586,0,0,0,0,1,3,1,3,2,2,2
586,0,1,0,488,0,0,2,,,,
586,0,2,0,934,0,0,2,,,,
586,0,3,0,0,0,0,1,,,,
587,0,0,0,0,2,2,4,,,,
587,0,1,0,0,0,0,1,,,,
588,0,0,0,0,3,3,5,,,,
588,0,1,0,0,0,0,1,,,,
588,2,0,0,428,2,2,8,,,,
588,2,1,0,0,0,0,2,,,,
589,0,0,0,0,2,2,8,,,,
589,0,1,0,540,0,0,1,,,,
589,0,2,0,0,0,0,1,,,,
589,1,0,0,0,2,2,4,,,,
589,1,1,0,414,0,0,2,,,,
589,1,2,0,0,0,0,1,,,,
590,0,0,0,398,3,3,10,,,,
590,0,1,0,0,0,0,1,,,,
590,0,2,0,0,0,0,1,,,,
590,1,0,0,0,0,0,1,,,,
590,1,1,0,0,0,0,1,,,,
591,0,0,0,499,2,2,8,,,,
591,0,1,0,1268,0,0,2,,,,
591,0,2,0,0,0,0,1,,,,
591,0,3,0,0,0,0,1,,,,
592,0,0,0,468,0,0,1,,,,
592,0,1,0,0,0,0,3,,,,
592,0,2,0,0,0,0,2,,,,
593,0,0,0,475,0,0,1,,,,
593,0,1,0,0,0,0,1,,,,
593,1,0,0,0,0,0,1,,,,
593,1,1,0,0,0,0,1,,,,
594,0,0,0,538,1,3,1,3,2,4,2
594,0,1,0,0,0,0,2,,,,
594,0,2,0,0,0,0,2,,,,
594,1,0,0,500,1,3,1,3,2,4,2
594,1,1,0,0,0,0,2,,,,
595,0,0,0,0,1,3,1,3,1,4,1
595,0,1,0,0,0,0,2,,,,
595,0,2,0,0,0,0,2,,,,
595,0,3,0,0,0,0,2,,,,
595,1,0,0,0,2,2,4,,,,
595,1,1,0,0,0,0,1,,,,
595,2,0,0,520,0,0,2,,,,
595,2,1,0,0,0,0,2,,,,
596,0,0,0,492,0,0,1,,,,
596,0,1,0,0,0,0,1,,,,
596,1,0,0,0,0,0,2,,,,
596,1,1,0,0,0,0,2,,,,
597,0,0,0,417,1,3,1,3,2,4,2
597,0,1,0,0,0,0,2,,,,
598,0,0,0,0,1,3,1,3,2,4,2
598,0,1,0,0,0,0,2,,,,
598,0,2,0,0,0,0,2,,,,
598,1,0,0,401,0,0,1,,,,
598,1,1,0,0,0,0,1,,,,
598,2,0,0,455,0,0,2,,,,
598,2,1,0,0,0,0,1,,,,
598,2,2,0,0,0,0,1,,,,
598,2,3,0,1109,0,0,2,,,,
598,2,4,0,0,0,0,2,,,,
598,3,0,0,429,0,0,2,,,,
598,3,1,0,0,0,0,2,,,,
599,0,0,0,0,0,0,2,,,,
599,0,1,0,0,0,0,1,,,,
599,1,0,0,528,2,2,8,,,,
599,1,1,0,0,0,0,2,,,,
599,1,2,0,1198,0,0,2,,,,
599,1,3,0,0,0,0,2,,,,
599,2,0,0,428,2,2,8,,,,
599,2,1,0,770,0,0,2,,,,
599,2,2,0,1058,0,0,2,,,,
599,2,3,0,0,0,0,2,,,,
600,0,0,0,0,0,0,1,,,,
600,0,1,0,0,0,0,1,,,,
600,0,2,0,0,0,0,2,,,,
600,1,0,0,468,0,0,2,,,,
600,1,1,0,0,0,0,2,,,,
601,0,0,0,0,0,0,2,,,,
601,0,1,0,427,0,0,3,,,,
601,0,2,0,1093,0,0,2,,,,
601,0,3,0,0,0,0,1,,,,
601,1,0,0,0,0,0,1,,,,
601,1,1,0,0,0,0,1,,,,
601,2,0,0,518,2,2,4,,,,
601,2,1,0,0,0,0,1,,,,
602,0,0,0,0,0,0,1,,,,
602,0,1,0,408,0,0,2,,,,
602,0,2,0,0,0,0,1,,,,
603,0,0,0,0,1,3,1,3,2,4,2
603,0,1,0,0,0,0,2,,,,
604,0,0,0,443,3,3,5,,,,
604,0,1,0,0,0,0,1,,,,
604,1,0,0,417,1,3,1,3,2,2,2
604,1,1,0,0,0,0,1,,,,
605,0,0,0,0,0,0,1,,,,
605,0,1,0,0,0,0,1,,,,
606,0,0,0,521,2,2,8,,,,
606,0,1,0,0,0,0,2,,,,
606,1,0,0,0,2,2,4,,,,
606,1,1,0,507,0,0,1,,,,
606,1,2,0,0,0,0,2,,,,
606,2,0,0,0,2,2,4,,,,
606,2,1,0,464,0,0,2,,,,
606,2,2,0,0,0,0,1,,,,
607,0,0,0,483,0,0,1,,,,
607,0,1,0,0,0,0,1,,,,
608,0,0,0,0,3,3,5,,,,
608,0,1,0,0,0,0,1,,,,
609,0,0,0,440,0,0,2,,,,
609,0,1,0,0,0,0,1,,,,
609,0,2,0,1289,0,0,1,,,,
609,0,3,0,0,0,0,2,,,,
610,0,0,0,0,0,0,2,,,,
610,0,1,0,0,0,0,2,,,,
611,1,0,0,0,1,3,1,3,2,2,2
611,1,1,0,0,0,0,1,,,,
612,0,0,0,0,0,0,1,,,,
612,0,1,0,0,0,0,1,,,,
612,0,2,0,0,0,0,1,,,,
612,0,3,0,0,0,0,1,,,,
612,1,0,0,414,0,0,2,,,,
612,1,1,0,0,0,0,2,,,,
612,2,0,0,420,2,2,8,,,,
612,2,1,0,0,0,0,2,,,,
613,0,0,0,406,0,0,1,,,,
613,0,1,0,0,0,0,1,,,,
613,0,2,0,0,0,0,2,,,,
614,0,0,0,484,0,0,2,,,,
614,0,1,0,948,0,0,2,,,,
614,0,2,0,0,0,0,2,,,,
614,0,3,0,0,0,0,2,,,,
614,1,0,0,529,3,3,5,,,,
614,1,1,0,0,0,0,2,,,,
614,1,2,0,0,0,0,1,,,,
615,0,0,0,0,3,3,10,,,,
615,0,1,0,407,0,0,1,,,,
615,0,2,0,0,0,0,1,,,,
616,1,0,0,498,0,0,2,,,,
616,1,1,0,763,0,0,2,,,,
616,1,2,0,0,0,0,2,,,,
616,1,3,0,1253,0,0,2,,,,
616,1,4,0,0,0,0,2,,,,
617,1,0,0,427,2,2,4,,,,
617,1,1,0,0,0,0,1,,,,
618,1,0,0,490,0,0,2,,,,
618,1,1,0,0,0,0,2,,,,
618,2,0,0,0,0,0,1,,,,
618,2,1,0,0,0,0,1,,,,
618,3,0,0,0,1,3,1,3,2,4,2
618,3,1,0,0,0,0,2,,,,
618,3,2,0,0,0,0,2,,,,
618,3,3,0,0,0,0,2,,,,
619,0,0,0,426,0,0,2,,,,
619,0,1,0,0,0,0,2,,,,
619,1,0,0,524,0,0,1,,,,
619,1,1,0,0,0,0,1,,,,
620,0,0,0,508,0,0,2,,,,
620,0,1,0,0,0,0,2,,,,
620,0,2,0,1147,0,0,2,,,,
620,0,3,0,0,0,0,2,,,,
620,1,0,0,0,0,0,2,,,,
620,1,1,0,0,0,0,1,,,,
621,0,0,0,0,2,2,8,,,,
621,0,1,0,0,0,0,2,,,,
621,0,2,0,0,0,0,2,,,,
621,0,3,0,0,0,0,2,,,,
622,0,0,0,0,3,3,5,,,,
622,0,1,0,509,0,0,1,,,,
622,0,2,0,0,0,0,1,,,,
622,0,3,0,1055,0,0,1,,,,
622,0,4,0,0,0,0,2,,,,
623,0,0,0,0,2,2,4,,,,
623,0,1,0,0,0,0,1,,,,
623,0,2,0,0,0,0,2,,,,
623,1,0,0,500,2,2,8,,,,
623,1,1,0,0,0,0,2,,,,
623,2,0,0,395,1,3,1,3,2,2,2
623,2,1,0,0,0,0,2,,,,
623,2,2,0,0,0,0,1,,,,
623,3,0,0,0,2,2,4,,,,
623,3,1,0,0,0,0,2,,,,
623,3,2,0,0,0,0,2,,,,
623,3,3,0,0,0,0,1,,,,
623,3,4,0,0,0,0,2,,,,
624,1,0,0,495,0,0,1,,,,
624,1,1,0,0,0,0,1,,,,
625,0,0,0,481,2,2,8,,,,
625,0,1,0,0,0,0,2,,,,
625,1,0,0,431,1,3,1,3,1,2,1
625,1,1,0,0,0,0,1,,,,
625,2,0,0,489,2,2,8,,,,
625,2,1,0,0,0,0,1,,,,
625,2,2,0,0,0,0,1,,,,
626,0,0,0,0,3,3,5,,,,
626,0,1,0,0,0,0,1,,,,
626,1,0,0,0,2,2,4,,,,
626,1,1,0,0,0,0,1,,,,
626,2,0,0,457,0,0,1,,,,
626,2,1,0,0,0,0,1,,,,
626,3,0,0,399,2,2,4,,,,
626,3,1,0,0,0,0,1,,,,
627,0,0,0,402,3,3,5,,,,
627,0,1,0,0,0,0,1,,,,
627,1,0,0,0,0,0,1,,,,
627,1,1,0,0,0,0,2,,,,
628,0,0,0,0,3,3,10,,,,
628,0,1,0,0,0,0,1,,,,
628,0,2,0,0,0,0,2,,,,
628,0,3,0,0,0,0,1,,,,
629,0,0,0,0,1,3,1,3,1,2,1
629,0,1,0,0,0,0,1,,,,
629,0,2,0,438,0,0,2,,,,
629,0,3,0,0,0,0,2,,,,
629,1,0,0,420,1,3,1,3,1,2,1
629,1,1,0,0,0,0,2,,,,
629,1,2,0,0,0,0,1,,,,
629,2,0,0,429,3,3,10,,,,
629,2,1,0,0,0,0,2,,,,
630,0,0,0,0,2,2,8,,,,
630,0,1,0,0,0,0,2,,,,
630,0,2,0,0,0,0,1,,,,
630,0,3,0,0,0,0,1,,,,
630,1,0,0,460,2,2,4,,,,
630,1,1,0,0,0,0,2,,,,
630,1,2,0,0,0,0,1,,,,
630,2,0,0,520,2,2,8,,,,
630,2,1,0,0,0,0,2,,,,
631,0,0,0,462,0,0,1,,,,
631,0,1,0,0,0,0,1,,,,
631,0,2,0,0,0,0,2,,,,
632,0,0,0,451,2,2,8,,,,
632,0,1,0,0,0,0,2,,,,
632,0,2,0,0,0,0,2,,,,
633,0,0,0,396,0,0,1,,,,
633,0,1,0,0,0,0,1,,,,
633,1,0,0,477,0,0,2,,,,
633,1,1,0,0,0,0,2,,,,
634,0,0,0,470,0,0,1,,,,
634,0,1,0,0,0,0,3,,,,
634,0,2,0,0,0,0,2,,,,
634,0,3,0,0,0,0,2,,,,
635,0,0,0,413,0,0,2,,,,
635,0,1,0,0,0,0,2,,,,
635,1,0,0,0,0,0,1,,,,
635,1,1,0,0,0,0,2,,,,
636,0,0,0,420,1,3,1,3,2,4,2
636,0,1,0,0,0,0,2,,,,
636,1,0,0,464,3,3,10,,,,
636,1,1,0,0,0,0,2,,,,
637,0,0,0,0,0,0,1,,,,
637,0,1,0,425,0,0,2,,,,
637,0,2,0,908,0,0,2,,,,
637,0,3,0,0,0,0,1,,,,
637,1,0,0,492,2,2,8,,,,
637,1,1,0,0,0,0,2,,,,
638,0,0,0,474,0,0,1,,,,
638,0,1,0,0,0,0,2,,,,
638,0,2,0,0,0,0,1,,,,
638,0,3,0,961,0,0,1,,,,
638,0,4,0,0,0,0,1,,,,
638,1,0,0,508,1,3,1,3,2,4,2
638,1,1,0,0,0,0,2,,,,
639,1,0,0,0,1,3,1,3,1,2,1
639,1,1,0,0,0,0,1,,,,
640,0,0,0,445,2,2,8,,,,
640,0,1,0,668,0,0,2,,,,
640,0,2,0,1185,0,0,2,,,,
640,0,3,0,0,0,0,2,,,,
641,0,0,0,443,1,3,1,3,2,4,2
641,0,1,0,0,0,0,2,,,,
641,1,0,0,469,0,0,1,,,,
641,1,1,0,0,0,0,1,,,,
642,0,0,0,489,1,3,1,3,1,2,1
642,0,1,0,0,0,0,1,,,,
642,1,0,0,0,0,0,1,,,,
642,1,1,0,0,0,0,1,,,,
642,2,0,0,428,2,2,8,,,,
642,2,1,0,0,0,0,2,,,,
643,0,0,0,515,3,3,5,,,,
643,0,1,0,0,0,0,1,,,,
643,1,0,0,0,0,0,1,,,,
643,1,1,0,0,0,0,2,,,,
644,0,0,0,498,0,0,1,,,,
644,0,1,0,0,0,0,1,,,,
645,0,0,0,0,2,2,8,,,,
645,0,1,0,0,0,0,2,,,,
645,1,0,0,393,0,0,1,,,,
645,1,1,0,0,0,0,1,,,,
646,0,0,0,490,2,2,4,,,,
646,0,1,0,0,0,0,1,,,,
647,0,0,0,469,0,0,2,,,,
647,0,1,0,0,0,0,2,,,,
648,0,0,0,0,0,0,1,,,,
648,0,1,0,0,0,0,3,,,,
649,0,0,0,0,2,2,8,,,,
649,0,1,0,401,0,0,1,,,,
649,0,2,0,0,0,0,1,,,,
650,0,0,0,0,0,0,1,,,,
650,0,1,0,0,0,0,1,,,,
650,0,2,0,0,0,0,1,,,,
650,0,3,0,0,0,0,2,,,,
650,0,4,0,0,0,0,1,,,,
653,0,0,0,509,2,2,8,,,,
653,0,1,0,710,0,0,2,,,,
653,0,2,0,927,0,0,2,,,,
653,0,3,0,0,0,0,2,,,,
654,0,0,0,424,0,0,2,,,,
654,0,1,0,0,0,0,2,,,,
654,0,2,0,0,0,0,2,,,,
654,1,0,0,445,0,0,1,,,,
654,1,1,0,0,0,0,1,,,,
655,0,0,0,0,3,3,10,,,,
655,0,1,0,447,0,0,1,,,,
655,0,2,0,0,0,0,1,,,,
655,0,3,0,0,0,0,2,,,,
656,0,0,0,430,2,2,8,,,,
656,0,1,0,0,0,0,2,,,,
656,0,2,0,1216,0,0,2,,,,
656,0,3,0,0,0,0,2,,,,
656,1,0,0,0,2,2,8,,,,
656,1,1,0,515,0,0,2,,,,
656,1,2,0,0,0,0,2,,,,
657,0,0,0,494,0,0,2,,,,
657,0,1,0,0,0,0,2,,,,
658,0,0,0,536,0,0,2,,,,
658,0,1,0,0,0,0,1,,,,
658,0,2,0,1280,0,0,1,,,,
658,0,3,0,0,0,0,2,,,,
659,1,0,0,501,2,2,8,,,,
659,1,1,0,1196,0,0,2,,,,
659,1,2,0,0,0,0,2,,,,
659,1,3,0,0,0,0,2,,,,
659,2,0,0,0,0,0,1,,,,
659,2,1,0,0,0,0,1,,,,
659,3,0,0,0,1,3,1,3,2,2,2
659,3,1,0,0,0,0,1,,,,
659,3,2,0,0,0,0,2,,,,
660,0,0,0,0,3,3,5,,,,
660,0,1,0,0,0,0,1,,,,
660,1,0,0,471,0,0,1,,,,
660,1,1,0,0,0,0,1,,,,
660,2,0,0,430,3,3,5,,,,
660,2,1,0,0,0,0,1,,,,
661,0,0,0,431,1,3,1,3,2,4,2
661,0,1,0,0,0,0,2,,,,
661,1,0,0,0,3,3,5,,,,
661,1,1,0,0,0,0,2,,,,
661,1,2,0,540,0,0,2,,,,
661,1,3,0,0,0,0,1,,,,
662,0,0,0,531,1,3,1,3,2,4,2
662,0,1,0,0,0,0,2,,,,
662,1,0,0,452,0,0,2,,,,
662,1,1,0,0,0,0,1,,,,
662,1,2,0,0,0,0,1,,,,
663,0,0,0,0,0,0,2,,,,
663,0,1,0,0,0,0,2,,,,
664,0,0,0,0,2,2,8,,,,
664,0,1,0,0,0,0,2,,,,
664,0,2,0,0,0,0,2,,,,
664,0,3,0,0,0,0,1,,,,
664,0,4,0,0,0,0,1,,,,
664,1,0,0,0,0,0,1,,,,
664,1,1,0,500,0,0,1,,,,
664,1,2,0,940,0,0,2,,,,
664,1,3,0,0,0,0,2,,,,
665,0,0,0,487,0,0,2,,,,
665,0,1,0,0,0,0,2,,,,
666,0,0,0,0,3,3,5,,,,
666,0,1,0,0,0,0,1,,,,
666,1,0,0,492,3,3,5,,,,
666,1,1,0,0,0,0,1,,,,
666,2,0,0,537,1,3,1,3,2,4,2
666,2,1,0,0,0,0,2,,,,
666,3,0,0,539,2,2,4,,,,
666,3,1,0,776,0,0,2,,,,
666,3,2,0,960,0,0,2,,,,
666,3,3,0,0,0,0,1,,,,
668,0,0,0,529,0,0,2,,,,
668,0,1,0,0,0,0,1,,,,
668,0,2,0,0,0,0,1,,,,
668,1,0,0,443,1,3,1,3,2,2,2
668,1,1,0,0,0,0,1,,,,
668,2,0,0,517,0,0,1,,,,
668,2,1,0,0,0,0,1,,,,
669,0,0,0,0,2,2,4,,,,
669,0,1,0,0,0,0,2,,,,
669,0,2,0,0,0,0,2,,,,
669,0,3,0,0,0,0,2,,,,
669,0,4,0,0,0,0,1,,,,
669,0,5,0,0,0,0,2,,,,
669,0,6,0,0,0,0,2,,,,
669,0,7,0,0,0,0,2,,,,
669,1,0,0,0,0,0,1,,,,
669,1,1,0,0,0,0,1,,,,
669,3,0,0,0,3,3,5,,,,
669,3,1,0,0,0,0,1,,,,
669,3,2,0,0,0,0,1,,,,
670,0,0,0,0,2,2,4,,,,
670,0,1,0,0,0,0,1,,,,
670,0,2,0,0,0,0,2,,,,
670,0,3,0,0,0,0,2,,,,
670,0,4,0,0,0,0,2,,,,
670,2,0,0,390,1,3,1,3,2,2,2
670,2,1,0,0,0,0,1,,,,
671,0,0,0,507,2,2,4,,,,
671,0,1,0,0,0,0,1,,,,
672,0,0,0,447,0,0,1,,,,
672,0,1,0,0,0,0,1,,,,
672,0,2,0,0,0,0,1,,,,
672,0,3,0,0,0,0,1,,,,
672,1,0,0,430,0,0,2,,,,
672,1,1,0,0,0,0,2,,,,
672,2,0,0,529,2,2,4,,,,
672,2,1,0,0,0,0,1,,,,
673,0,0,0,0,2,2,4,,,,
673,0,1,0,0,0,0,1,,,,
673,1,0,0,398,0,0,2,,,,
673,1,1,0,1079,0,0,2,,,,
673,1,2,0,0,0,0,2,,,,
673,1,3,0,0,0,0,2,,,,
673,2,0,0,427,1,3,1,3,2,4,2
673,2,1,0,0,0,0,2,,,,
673,3,0,0,0,3,3,5,,,,
673,3,1,0,0,0,0,1,,,,
673,3,2,0,0,0,0,1,,,,
673,3,3,0,0,0,0,1,,,,
674,0,0,0,0,1,3,1,3,2,4,2
674,0,1,0,0,0,0,2,,,,
674,0,2,0,0,0,0,2,,,,
674,0,3,0,0,0,0,2,,,,
674,1,0,0,440,0,0,1,,,,
674,1,1,0,0,0,0,1,,,,
675,0,0,0,485,0,0,2,,,,
675,0,1,0,703,0,0,2,,,,
675,0,2,0,991,0,0,2,,,,
675,0,3,0,0,0,0,2,,,,
675,1,0,0,429,1,3,1,3,2,4,2
675,1,1,0,0,0,0,2,,,,
676,0,0,0,526,1,3,1,3,1,2,1
676,0,1,0,0,0,0,1,,,,
676,1,0,0,507,0,0,2,,,,
676,1,1,0,995,0,0,2,,,,
676,1,2,0,0,0,0,2,,,,
676,1,3,0,0,0,0,2,,,,
676,2,0,0,503,3,3,5,,,,
676,2,1,0,0,0,0,1,,,,
676,2,2,0,0,0,0,2,,,,
676,3,0,0,395,2,2,8,,,,
676,3,1,0,0,0,0,2,,,,
676,3,2,0,0,0,0,2,,,,
677,0,0,0,449,0,0,1,,,,
677,0,1,0,0,0,0,1,,,,
677,1,0,0,0,1,3,1,3,2,2,2
677,1,1,0,461,0,0,1,,,,
677,1,2,0,0,0,0,2,,,,
678,0,0,0,0,2,2,4,,,,
678,0,1,0,0,0,0,1,,,,
678,0,2,0,0,0,0,2,,,,
679,0,0,0,527,2,2,8,,,,
679,0,1,0,0,0,0,2,,,,
679,1,0,0,420,0,0,2,,,,
679,1,1,0,0,0,0,2,,,,
679,1,2,0,908,0,0,2,,,,
679,1,3,0,0,0,0,2,,,,
680,0,0,0,0,0,0,1,,,,
680,0,1,0,0,0,0,1,,,,
680,1,0,0,398,1,3,1,3,2,2,2
680,1,1,0,0,0,0,2,,,,
680,1,2,0,0,0,0,1,,,,
680,2,0,0,507,0,0,2,,,,
680,2,1,0,0,0,0,2,,,,
680,2,2,0,0,0,0,2,,,,
680,3,0,0,436,3,3,5,,,,
680,3,1,0,0,0,0,1,,,,
680,3,2,0,0,0,0,2,,,,
681,0,0,0,424,3,3,10,,,,
681,0,1,0,0,0,0,2,,,,
682,0,0,0,450,1,3,1,3,1,2,1
682,0,1,0,0,0,0,1,,,,
682,1,0,0,468,2,2,8,,,,
682,1,1,0,0,0,0,2,,,,
682,2,0,0,451,2,2,4,,,,
682,2,1,0,0,0,0,1,,,,
682,2,2,0,0,0,0,2,,,,
683,0,0,0,444,0,0,1,,,,
683,0,1,0,0,0,0,1,,,,
683,1,0,0,450,0,0,1,,,,
683,1,1,0,0,0,0,1,,,,
683,1,2,0,0,0,0,2,,,,
683,2,0,0,413,0,0,2,,,,
683,2,1,0,0,0,0,2,,,,
683,3,0,0,531,0,0,2,,,,
683,3,1,0,0,0,0,2,,,,
684,0,0,0,0,1,3,1,3,2,4,2
684,0,1,0,0,0,0,2,,,,
684,0,2,0,0,0,0,2,,,,
685,0,0,0,0,2,2,8,,,,
685,0,1,0,0,0,0,2,,,,
685,0,2,0,0,0,0,2,,,,
685,0,3,0,0,0,0,2,,,,
685,1,0,0,394,0,0,1,,,,
685,1,1,0,0,0,0,1,,,,
685,2,0,0,467,0,0,1,,,,
685,2,1,0,0,0,0,2,,,,
685,2,2,0,0,0,0,1,,,,
685,2,3,0,0,0,0,2,,,,
686,0,0,0,0,0,0,1,,,,
686,0,1,0,492,0,0,1,,,,
686,0,2,0,1119,0,0,2,,,,
686,0,3,0,0,0,0,2,,,,
687,0,0,0,0,1,3,1,3,2,4,2
687,0,1,0,0,0,0,2,,,,
688,0,0,0,0,2,2,4,,,,
688,0,1,0,0,0,0,1,,,,
688,0,2,0,0,0,0,2,,,,
689,0,0,0,0,2,2,4,,,,
689,0,1,0,397,0,0,1,,,,
689,0,2,0,0,0,0,2,,,,
689,1,0,0,423,0,0,2,,,,
689,1,1,0,0,0,0,1,,,,
689,1,2,0,0,0,0,1,,,,
690,0,0,0,0,2,2,4,,,,
690,0,1,0,0,0,0,1,,,,
691,0,0,0,480,3,3,10,,,,
691,0,1,0,0,0,0,2,,,,
692,0,0,0,491,2,2,4,,,,
692,0,1,0,780,0,0,2,,,,
692,0,2,0,1292,0,0,2,,,,
692,0,3,0,0,0,0,1,,,,
693,0,0,0,522,0,0,2,,,,
693,0,1,0,0,0,0,2,,,,
693,1,0,0,455,2,2,8,,,,
693,1,1,0,0,0,0,2,,,,
694,0,0,0,518,0,0,2,,,,
694,0,1,0,0,0,0,2,,,,
695,0,0,0,0,0,0,1,,,,
695,0,1,0,0,0,0,1,,,,
695,2,0,0,424,1,3,1,3,2,2,2
695,2,1,0,0,0,0,1,,,,
696,0,0,0,484,2,2,4,,,,
696,0,1,0,0,0,0,1,,,,
696,1,0,0,433,2,2,8,,,,
696,1,1,0,0,0,0,2,,,,
697,0,0,0,438,3,3,10,,,,
697,0,1,0,0,0,0,2,,,,
698,1,0,0,518,0,0,2,,,,
698,1,1,0,0,0,0,2,,,,
698,2,0,0,409,2,2,4,,,,
698,2,1,0,0,0,0,1,,,,
698,3,0,0,440,2,2,8,,,,
698,3,1,0,0,0,0,1,,,,
698,3,2,0,0,0,0,1,,,,
699,0,0,0,497,1,3,1,3,2,4,2
699,0,1,0,0,0,0,2,,,,
699,0,2,0,0,0,0,2,,,,
700,0,0,0,405,0,0,2,,,,
700,0,1,0,0,0,0,2,,,,
700,1,0,0,458,2,2,8,,,,
700,1,1,0,0,0,0,2,,,,
701,0,0,0,0,3,3,5,,,,
701,0,1,0,0,0,0,1,,,,
701,1,0,0,432,0,0,1,,,,
701,1,1,0,0,0,0,1,,,,
702,0,0,0,453,3,3,5,,,,
702,0,1,0,0,0,0,1,,,,
703,1,0,0,449,1,3,1,3,2,4,2
703,1,1,0,704,0,0,2,,,,
703,1,2,0,1089,0,0,2,,,,
703,1,3,0,0,0,0,2,,,,
703,2,0,0,0,0,0,1,,,,
703,2,1,0,0,0,0,1,,,,
703,3,0,0,0,2,2,4,,,,
703,3,1,0,0,0,0,3,,,,
703,3,2,0,0,0,0,2,,,,
704,1,0,0,533,0,0,2,,,,
704,1,1,0,0,0,0,2,,,,
705,0,0,0,430,0,0,1,,,,
705,0,1,0,0,0,0,2,,,,
705,0,2,0,0,0,0,1,,,,
705,1,0,0,396,0,0,1,,,,
705,1,1,0,0,0,0,1,,,,
706,0,0,0,413,3,3,5,,,,
706,0,1,0,0,0,0,1,,,,
707,0,0,0,450,2,2,8,,,,
707,0,1,0,0,0,0,2,,,,
707,0,2,0,0,0,0,2,,,,
707,1,0,0,394,3,3,5,,,,
707,1,1,0,0,0,0,1,,,,
707,2,0,0,0,0,0,2,,,,
707,2,1,0,0,0,0,2,,,,
708,0,0,0,525,0,0,2,,,,
708,0,1,0,0,0,0,2,,,,
708,1,0,0,0,0,0,2,,,,
708,1,1,0,0,0,0,2,,,,
708,2,0,0,483,1,3,1,3,2,4,2
708,2,1,0,0,0,0,2,,,,
708,3,0,0,0,0,0,1,,,,
708,3,1,0,0,0,0,2,,,,
709,0,0,0,0,2,2,4,,,,
709,0,1,0,490,0,0,2,,,,
709,0,2,0,0,0,0,2,,,,
709,0,3,0,1063,0,0,2,,,,
709,0,4,0,0,0,0,1,,,,
710,0,0,0,0,2,2,4,,,,
710,0,1,0,409,0,0,2,,,,
710,0,2,0,0,0,0,1,,,,
711,0,0,0,508,0,0,1,,,,
711,0,1,0,0,0,0,1,,,,
711,1,0,0,455,0,0,1,,,,
711,1,1,0,0,0,0,2,,,,
711,1,2,0,0,0,0,1,,,,
712,0,0,0,412,1,3,1,3,2,4,2
712,0,1,0,0,0,0,1,,,,
712,0,2,0,0,0,0,1,,,,
713,0,0,0,445,1,3,1,3,1,2,1
713,0,1,0,0,0,0,1,,,,
714,0,0,0,429,0,0,1,,,,
714,0,1,0,0,0,0,1,,,,
714,0,2,0,0,0,0,2,,,,
714,1,0,0,0,1,3,1,3,2,4,2
714,1,1,0,504,0,0,1,,,,
714,1,2,0,0,0,0,1,,,,
715,0,0,0,412,3,3,10,,,,
715,0,1,0,0,0,0,2,,,,
716,0,0,0,450,0,0,1,,,,
716,0,1,0,0,0,0,1,,,,
716,1,0,0,468,3,3,5,,,,
716,1,1,0,0,0,0,1,,,,
717,0,0,0,496,0,0,1,,,,
717,0,1,0,0,0,0,1,,,,
717,0,2,0,0,0,0,2,,,,
718,0,0,0,398,1,3,1,3,2,2,2
718,0,1,0,0,0,0,1,,,,
718,1,0,0,0,0,0,1,,,,
718,1,1,0,0,0,0,2,,,,
719,0,0,0,0,3,3,5,,,,
719,0,1,0,0,0,0,1,,,,
719,1,0,0,413,0,0,2,,,,
719,1,1,0,0,0,0,2,,,,
720,0,0,0,485,0,0,1,,,,
720,0,1,0,0,0,0,1,,,,
721,1,0,0,0,3,3,10,,,,
721,1,1,0,0,0,0,2,,,,
721,1,2,0,0,0,0,1,,,,
721,1,3,0,0,0,0,1,,,,
721,2,0,0,0,0,0,2,,,,
721,2,1,0,0,0,0,2,,,,
721,3,0,0,422,1,3,1,3,2,2,2
721,3,1,0,675,0,0,2,,,,
721,3,2,0,0,0,0,1,,,,
721,3,3,0,1000,0,0,1,,,,
721,3,4,0,0,0,0,1,,,,
721,4,0,0,442,2,2,8,,,,
721,4,1,0,0,0,0,2,,,,
721,4,2,0,0,0,0,2,,,,
722,0,0,0,445,1,3,1,3,2,4,2
722,0,1,0,0,0,0,2,,,,
724,0,0,0,522,0,0,2,,,,
724,0,1,0,0,0,0,2,,,,
725,0,0,0,471,1,3,1,3,1,2,1
725,0,1,0,0,0,0,1,,,,
725,0,2,0,0,0,0,2,,,,
725,1,0,0,536,3,3,5,,,,
725,1,1,0,0,0,0,2,,,,
725,1,2,0,0,0,0,1,,,,
726,0,0,0,436,1,3,1,3,2,2,2
726,0,1,0,0,0,0,1,,,,
